ContentItemId,Abstract,Ancilary Data,ARDA Subject Category,ARDA Volume and Issue,Personal Author,Availability,Bibliographic Type Code,Bibliographic Level,Bibtype Name,CD Number,CD Fulltext Database,CD Fulltext Contributing Office,Contract/Grant Number,Cost of Electronic Copy,Cost of Microfiche,Cost of Paper Copy,Date Abstracted and Indexed,Create Date for CD,Date Cataloging Proofed,Date Indexed Only,Date Processing Complete,Date Prepared for Filming,Date of Publication Freeforrm,Date of Publication Fixed,Date of Expected Release to Public,Date Refilmed,Date Returned from Filmer,Date Sent Abstracting Indexing,Date Sent to Filmer,Descriptions from Thesaurus,Secondary Descriptors,Descriptors Geographic,DESCTEMP,Document ID,Edition,Entered By,AID Contact Number Evaluated,Total Evaluation Cost,Exclude from Prjdoc View,File Format,Fulltext External Reference,File Size,File Software and Version,Fulltext,USAID Geography Code,USAID Geography Name,Related Object Link,New Thesaurus Terms,Institution Authority Code,Institution Name,Institution Role,Inventory Location,Inventory Quantity,ISBN,Language of Text,Mime Type,Notation,NTIS Number,Number of Fiche,Number of Fiche Frames,Stategic Objective Number,Pagination,Collation Notes,Prepped By,Project Number,Project9 Prime Dve Activity,Project Sub Number,REC_NO,Related Docs Links,Report Number,Batch,Box,Shelf Location,Special Processing Instructions,Primary Subject,Document Title,Series Title,Document Title Translated,Title Word Alternate Spelling,Web Collection,Abstract or Index,ABIN load Check Field,USAID Project Number,File,Institution or USAID Bureau Author,Institution or USAID Sponsor,Institution or USAID Publisher,Restricted to USAID Only,Language ISO1 Code,Class,Date Processing Started,Category,DateCreated,DateModified,Active,File Processed,Selected for Cataloguing,Not Selected for Cataloguing,Proofed,Indexed,Processing Complete,Restricted,fliqzid,inmCreatedBy,inmWatchers,Thumbnail,Descriptors_Geographic_t,Descriptors_Geographic_t_date,Language_of_Text_t,Language_of_Text_t_date
216493,,"Attachment is second draft dated January 30, 1961, which differs|very slightly",,,"Nelson, Charles J.|Davis, William E.",,54,M,Other USAID Supported Study/Document,,,,,,,,,,2/27/1992 12:00:00 AM,4/16/1992 12:00:00 AM,4/21/1992 12:00:00 AM,3/4/1992 12:00:00 AM,26 Jun 1961,1961-06,,,3/10/1992 12:00:00 AM,3/11/1992 12:00:00 AM,3/4/1992 12:00:00 AM,Development administration|Community development|Impact assessment,Socioeconomic development|Economic benefit|Development program implementation|Regional development|Institution building,Latin America,,PN-ABH-894,Rev. ed.,mcMK,,,False,F|E,,810 KB,PDF,,598,Latin American Regional,,,004419,U.S. International Cooperation Administration. Ofc. of Public Services,A,DST/W-1200,,,English,application/pdf,P33|J02.57.M8|L02.M|P03.PC|U02.Q2|D25.J3|D74|J02.57.M8.26|L04.F|J02.57.M6.M|G06.2,,1,24,,8 p. + attachment,,EH,,,,63856,,,9203,31,,HISTORICAL COLLECTION|IPCR|Converted to searchable PDF 2010-12-16 (exact OCR),LA10,Community development and the progress of Latin American countries,,,,,,63856PN-ABH-894,,D:\Projects\USAID\PDFs\PNABH894.pdf,004419 - U.S. International Cooperation Administration (ICA). Ofc. of Public Services,,,False,En,Communities,,Thesaurus~Thesaurus Collection~Government and law~The state~Government~Public administration~Foreign assistance~Development administration|Thesaurus~Thesaurus Collection~Human settlements~Communities~Community development|Thesaurus~Thesaurus Collection~Economics~Economic administration~Economic development~Socioeconomic development|Thesaurus~Thesaurus Collection~Economics~Economic benefit|Notation~Notation Collection~G~G06~G06.2|Notation~Notation Collection~D~D25~D25.J~D25.J3|Notation~Notation Collection~D~D74|Document Type~Document Type Collection~Technical Reports (all)~Other USAID Supported Study/Document|Notation~Notation Collection~L~L04~L04.F|Thesaurus~Thesaurus Collection~Human settlements~Settlement regions~Regional development|Notation~Notation Collection~L~L02~L02.M|Thesaurus~Thesaurus Collection~Management~Development administration|Notation~Notation Collection~J~J02~J02.5~J02.57~J02.57.M~J02.57.M8~J02.57.M8.2~J02.57.M8.26|Thesaurus~Thesaurus Collection~Geographical areas and countries~America~Latin America|Notation~Notation Collection~J~J02~J02.5~J02.57~J02.57.M~J02.57.M8|Notation~Notation Collection~P~P33|Thesaurus~Thesaurus Collection~Sociology and psychology~Sociology~Social development~Socioeconomic development|Thesaurus~Thesaurus Collection~Government and law~The state~Government~Public administration~Foreign assistance~Development administration~Development programs~Development program implementation|Notation~Notation Collection~P~P03~P03.P~P03.PC|Notation~Notation Collection~U~U02~U02.Q~U02.Q2|Notation~Notation Collection~J~J02~J02.5~J02.57~J02.57.M~J02.57.M6~J02.57.M6.M|Thesaurus~Thesaurus Collection~Government and law~The state~Government~Public administration~Foreign assistance~Development assistance~Institution building|Thesaurus~Thesaurus Collection~Management~Management operations~Evaluation~Impact assessment,6/26/1991 4:00:00 AM,9/9/2013 2:23:50 PM,True,True,False,False,False,False,False,,,Guest,,,,,,
297755,,"Contents: Part I, Building the frontiers of freedom / Dean Rusk -- Part II, Summary outlining the international development program",,,,,55,,Non-USAID Technical,,,,,,,,,,9/7/2007 12:00:00 AM,9/7/2007 12:00:00 AM,9/7/2007 12:00:00 AM,,Jun 1961,1961-06,,,,9/7/2007 12:00:00 AM,,U.S. Foreign Assistance Act|USAID|History|Societies in transition|Independence|Development assistance|Economic assistance|Multilateral aid|Health care|Educational development|Safety|Peace|Loans|Grants|Private enterprises|Development research|Food for Peace|Development administration|Economic impact,,,,PC-AAB-618,,JH,,,False,E,,"2,420 KB",PDF,,,,,Peace Corps,012678|011240,U.S. Dept. of State. Bur. of Public Affairs. Ofc. of Public Services|U.S. Government Printing Ofc. (GPO),A|P,,,,English,application/pdf,J02.D2.2|P15.63|C11|U02.G1|J14.1|J02.57.M6|D21|J02.57.M6.C|J08.EP.4|K34|E78|K54|J08.P|D02.G9|D02.E|P15.V4|T03.2A|J02.57.M6.28.5|J02.D2.28|P33|J02.57.M8|D72,,,49,,"[ii,] 44 p.",,,,,,146850,,,,,,Recalled from Inv,JC20,Highlights of President Kennedy's new Act for International Development,"Department of State publication, 7211|Department of State publication. General foreign policy series, 170",,,USAID history (FAA 1961),,146850PC-AAB-618,,D:\Projects\USAID\PDFs\PCAAB618.pdf,012678 - U.S. Dept. of State. Bur. of Public Affairs. Ofc. of Public Services,,011240 - U.S. Government Printing Ofc. (GPO),False,En,Foreign assistance,,Thesaurus~Thesaurus Collection~Government and law~International politics~International relations~Foreign assistance~Multilateral aid|Notation~Notation Collection~C~C11|Notation~Notation Collection~T~T03~T03.2~T03.2A|Notation~Notation Collection~J~J14~J14.1|Thesaurus~Thesaurus Collection~Management~Organizations~Development organizations~USAID|Notation~Notation Collection~D~D02~D02.E|Notation~Notation Collection~J~J08~J08.E~J08.EP~J08.EP.4|Thesaurus~Thesaurus Collection~Government and law~The state~Government~Public administration~Foreign assistance~Development assistance|Thesaurus~Thesaurus Collection~Economics~Economic impact|Notation~Notation Collection~J~J02~J02.D~J02.D2~J02.D2.2~J02.D2.28|Thesaurus~Thesaurus Collection~Economics~Economic assistance|Thesaurus~Thesaurus Collection~Government and law~International politics~Peace|Notation~Notation Collection~D~D72|Notation~Notation Collection~J~J02~J02.5~J02.57~J02.57.M~J02.57.M8|Notation~Notation Collection~K~K34|Thesaurus~Thesaurus Collection~Science~Research~Research (by discipline)~Development research|Thesaurus~Thesaurus Collection~Government and law~The state~Government~Public administration~Foreign assistance~Development assistance~Multilateral aid|Notation~Notation Collection~J~J08~J08.P|Thesaurus~Thesaurus Collection~Government and law~The state~Government~Public administration~Foreign assistance~Development assistance~Nonproject assistance~Food aid programs~Food for Peace|Thesaurus~Thesaurus Collection~Economics~Finance~Grants|Notation~Notation Collection~D~D02~D02.G~D02.G9|Thesaurus~Thesaurus Collection~Management~Organizations~Business enterprises~Private enterprises|Thesaurus~Thesaurus Collection~Health~Safety|Thesaurus~Thesaurus Collection~Government and law~The state~Laws and legislation~Statutes~U.S. Foreign Assistance Act~Food for Peace|Thesaurus~Thesaurus Collection~Health~Health care|Thesaurus~Thesaurus Collection~Management~Development administration|Thesaurus~Thesaurus Collection~Sociology and psychology~Sociology~Social systems~Societies in transition|Thesaurus~Thesaurus Collection~Government and law~The state~Laws and legislation~Statutes~U.S. Foreign Assistance Act|Notation~Notation Collection~D~D21|Thesaurus~Thesaurus Collection~Government and law~The state~Government~Public administration~Foreign assistance~Development administration|Notation~Notation Collection~J~J02~J02.5~J02.57~J02.57.M~J02.57.M6~J02.57.M6.C|Thesaurus~Thesaurus Collection~Government and law~Political development~Independence|Notation~Notation Collection~P~P15~P15.6~P15.63|Notation~Notation Collection~P~P33|Notation~Notation Collection~J~J02~J02.5~J02.57~J02.57.M~J02.57.M6~J02.57.M6.2~J02.57.M6.28~J02.57.M6.28.5|Thesaurus~Thesaurus Collection~Education~Educational development|Notation~Notation Collection~J~J02~J02.5~J02.57~J02.57.M~J02.57.M6|Notation~Notation Collection~P~P15~P15.V~P15.V4|Notation~Notation Collection~J~J02~J02.D~J02.D2~J02.D2.2|Thesaurus~Thesaurus Collection~Culture and society~History|Notation~Notation Collection~U~U02~U02.G~U02.G1|Document Type~Document Type Collection~Technical Reports (all)~Non-USAID Technical|Notation~Notation Collection~E~E78|Notation~Notation Collection~K~K54|Thesaurus~Thesaurus Collection~Economics~Finance~Credit~Loans,7/27/2007 4:00:00 AM,5/9/2013 3:35:45 PM,True,True,False,False,False,False,False,,,Guest,,,,,,
220916,,,,,"Mauck, Elwyn A.",,22,M,Special Evaluation,fiche14,,,,,,,,,9/7/1995 12:00:00 AM,11/13/1995 12:00:00 AM,2/5/1996 12:00:00 AM,9/14/1995 12:00:00 AM,Jun 1961,1961-06,,,10/5/1995 12:00:00 AM,10/5/1995 12:00:00 AM,9/14/1995 12:00:00 AM,Education for development|Higher education|Graduate education|Undergraduate education|Public administration|Universities and colleges|Institution building,,Korea R,,PN-ABK-760,,mcLB,,,False,F|E,,802 KB,PDF,,489,"Korea, Republic of",,Interim evaluation,001458|008566,University of Minnesota|USAID. Mission to Korea,A|S,DST/W-1550,,,English,application/pdf,E32|E51|E51.5|E51.3|J02.57|P57|E57.BE|J02.57.M6.M|G15.2B,,1,29,,,,EH,,,,68295,,,9509,09,,IPCR|HISTORICAL COLLECTION|Converted to searchable PDF 2010-03-19 (exact OCR),JB00,"Interim evaluation and project completion proposal for the School of Public Administration, Seoul National University",,,,,,68295PN-ABK-760,,D:\Projects\USAID\PDFs\PNABK760.pdf,001458 - University of Minnesota,008566 - USAID. Mission to Korea,,False,En,Public administration,,Thesaurus~Thesaurus Collection~Education~Higher education|Thesaurus~Thesaurus Collection~Government and law~The state~Government~Public administration~Foreign assistance~Development assistance~Institution building|Notation~Notation Collection~J~J02~J02.5~J02.57~J02.57.M~J02.57.M6~J02.57.M6.M|Thesaurus~Thesaurus Collection~Education~Education for development|Thesaurus~Thesaurus Collection~Geographical areas and countries~Asia~East Asia~Korea R|Notation~Notation Collection~P~P57|Notation~Notation Collection~E~E51~E51.3|Thesaurus~Thesaurus Collection~Education~Higher education~Undergraduate education|Notation~Notation Collection~J~J02~J02.5~J02.57|Thesaurus~Thesaurus Collection~Education~Higher education~Graduate education|Notation~Notation Collection~E~E51|Thesaurus~Thesaurus Collection~Management~Public administration|Notation~Notation Collection~E~E51~E51.5|Notation~Notation Collection~E~E32|Thesaurus~Thesaurus Collection~Government and law~The state~Government~Public administration|Document Type~Document Type Collection~Evaluation (all; inc. Assessments)~Special Evaluation|Notation~Notation Collection~E~E57~E57.B~E57.BE|Thesaurus~Thesaurus Collection~Education~Educational facilities~School buildings~Universities and colleges|Notation~Notation Collection~G~G15~G15.2~G15.2B,4/21/1992 4:00:00 AM,3/10/2013 1:43:08 AM,True,True,False,False,False,False,False,,,Guest,,,,,,
216889,,,,,"Tillson, David S.",,54,M,Other USAID Supported Study/Document,,,,,,,,,,3/12/1992 12:00:00 AM,4/17/1992 12:00:00 AM,4/20/1992 12:00:00 AM,3/18/1992 12:00:00 AM,22 Jun 1961,1961-06,,,3/24/1992 12:00:00 AM,3/24/1992 12:00:00 AM,3/18/1992 12:00:00 AM,Economic assistance|Management goals,Cultural anthropology|Socioeconomic development|Impact assessment|Development program planning,,,PN-ABI-165,,mcMK,,,False,F|E,,588 KB,PDF,,,,,,004419,U.S. International Cooperation Administration. Ofc. of Public Services,A,DST/W-1200,,,English,application/pdf,D21|P26|U02.W|C44|U02.Q2|D25.J3|P03.PC|J02.57.M8.24|J02.57.M8.84,,1,20,,,,EH,,,,64252,,CDD paper no. 7,9203,37,,HISTORICAL COLLECTION|IPCR|Requested from INVRD|Converted to searchable PDF 2010-12-16 (exact OCR),UA00,"Anthropology and social development : new goals, new emphasis for economic aid",,,,,,64252PN-ABI-165,,D:\Projects\USAID\PDFs\PNABI165.pdf,004419 - U.S. International Cooperation Administration (ICA). Ofc. of Public Services,,,False,En,Sociology (General),,Thesaurus~Thesaurus Collection~Management~Management operations~Evaluation~Impact assessment|Notation~Notation Collection~C~C44|Thesaurus~Thesaurus Collection~Management~Management goals|Notation~Notation Collection~P~P26|Notation~Notation Collection~D~D25~D25.J~D25.J3|Thesaurus~Thesaurus Collection~Economics~Economic administration~Economic development~Socioeconomic development|Notation~Notation Collection~U~U02~U02.W|Document Type~Document Type Collection~Technical Reports (all)~Other USAID Supported Study/Document|Notation~Notation Collection~J~J02~J02.5~J02.57~J02.57.M~J02.57.M8~J02.57.M8.8~J02.57.M8.84|Notation~Notation Collection~D~D21|Thesaurus~Thesaurus Collection~Culture and society~Cultural anthropology|Thesaurus~Thesaurus Collection~Government and law~The state~Government~Public administration~Foreign assistance~Development administration~Development planning~Development program planning|Notation~Notation Collection~J~J02~J02.5~J02.57~J02.57.M~J02.57.M8~J02.57.M8.2~J02.57.M8.24|Notation~Notation Collection~U~U02~U02.Q~U02.Q2|Thesaurus~Thesaurus Collection~Economics~Economic assistance|Notation~Notation Collection~P~P03~P03.P~P03.PC|Thesaurus~Thesaurus Collection~Government and law~The state~Government~Public administration~Foreign assistance~Development administration~Development programs~Development program planning|Thesaurus~Thesaurus Collection~Sociology and psychology~Sociology~Cultural anthropology|Thesaurus~Thesaurus Collection~Sociology and psychology~Sociology~Social development~Socioeconomic development,7/16/1991 4:00:00 AM,9/9/2013 2:23:50 PM,True,True,False,False,False,False,False,,,Guest,,,,,,
236095,,Also known as: Gant report|Cited in USAID historical material bibliography,,,"Gant, George",,55,M,Non-USAID Technical,,,,,,,,,,2/8/1995 12:00:00 AM,8/21/1995 12:00:00 AM,8/21/1995 12:00:00 AM,3/7/1995 12:00:00 AM,30 Jun 1961,1961-06,,,3/20/1995 12:00:00 AM,3/20/1995 12:00:00 AM,3/7/1995 12:00:00 AM,USAID|Organizational structure|Management operations,,,,PC-AAA-611,,mcJH,,,False,F|E,,"3,791 KB",PDF,,942,AID Administrator,,,008147,U.S. President's Task Force on Foreign Economic Assistance,A,W-1486,,,English,application/pdf,P15.63|P68|P03,,2,101,,"iv, [96] p.",charts,EH,,,,83489,,,9503,99,,From OCLC|Converted to searchable PDF 2006-12-07 (exact OCR),PC10,Organization and functional statements for the Agency for International Development,,,,USAID history (general) general,,83489PC-AAA-611,,D:\Projects\USAID\PDFs\PCAAA611.pdf,008147 - U.S. President's Task Force on Foreign Economic Assistance,,,False,En,Development organizations,,Document Type~Document Type Collection~Technical Reports (all)~Non-USAID Technical|Notation~Notation Collection~P~P68|Notation~Notation Collection~P~P15~P15.6~P15.63|Thesaurus~Thesaurus Collection~Management~Management operations|Thesaurus~Thesaurus Collection~Management~Organizations~Development organizations~USAID|Thesaurus~Thesaurus Collection~Management~Organizational structure|Notation~Notation Collection~P~P03,1/31/1995 5:00:00 AM,5/6/2013 4:04:46 PM,True,True,False,False,False,False,False,,,Guest,,,,,,
231285,,,,,,,63,M,Handbook/Manual,,,,,,,,,,4/20/1994 12:00:00 AM,7/27/1994 12:00:00 AM,7/28/1994 12:00:00 AM,5/24/1994 12:00:00 AM,16 Jun 1961,1961-06,,,6/7/1994 12:00:00 AM,,5/24/1994 12:00:00 AM,Social development,Community self help|School buildings|Building construction|Housing|Water supply|Agricultural land settlement|Agricultural credit|Malaria|Disease prevention and control,Guatemala,,PN-ABR-147,,LB,,,False,F|E,,"6,770 KB",PDF,,520,Guatemala,,,002766,U.S. International Cooperation Administration (ICA),A,DST/W-1377,,,English,application/pdf,U02.Q|L02.P|E57.B|M06.K2.D|M06.KG|L15|M06.K2.F|T18.FC|A53.J2.3|A62.P3|K03.CL|K03.NG|K34.2|G06.27.8,,1,95,,v.p.,ill.,EH,,,,78677,,,9405,84,,Requested from INVRD|Converted to searchable PDF 2009-05-22 (exact OCR),JC22,Social development handbook : USOM Guatemala,,,,,,78677PN-ABR-147,,D:\Projects\USAID\PDFs\PNABR147.pdf,002766 - U.S. International Cooperation Administration (ICA),,,False,En,Development assistance,,Document Type~Document Type Collection~Reference (all)~Handbook/Manual|Notation~Notation Collection~K~K03~K03.C~K03.CL|Notation~Notation Collection~M~M06~M06.K~M06.K2~M06.K2.D|Thesaurus~Thesaurus Collection~Health~Health care~Disease prevention and control|Thesaurus~Thesaurus Collection~Industry and technology~Technology~Construction engineering~Buildings~School buildings|Notation~Notation Collection~A~A53~A53.J~A53.J2~A53.J2.3|Thesaurus~Thesaurus Collection~Industry and technology~Technology~Construction engineering~Building construction|Notation~Notation Collection~K~K03~K03.N~K03.NG|Notation~Notation Collection~K~K34~K34.2|Thesaurus~Thesaurus Collection~Sociology and psychology~Sociology~Social development|Thesaurus~Thesaurus Collection~Human settlements~Housing|Thesaurus~Thesaurus Collection~Human settlements~Communities~Community self help|Thesaurus~Thesaurus Collection~Education~Educational facilities~School buildings|Thesaurus~Thesaurus Collection~Agriculture~Agricultural economics~Agricultural finance~Agricultural credit|Thesaurus~Thesaurus Collection~Agriculture~Agricultural management~Range management~Land development~Agricultural land settlement|Notation~Notation Collection~T~T18~T18.F~T18.FC|Notation~Notation Collection~L~L02~L02.P|Notation~Notation Collection~M~M06~M06.K~M06.KG|Thesaurus~Thesaurus Collection~Geographical areas and countries~America~Latin America~Central America~Guatemala|Notation~Notation Collection~M~M06~M06.K~M06.K2~M06.K2.F|Notation~Notation Collection~U~U02~U02.Q|Notation~Notation Collection~A~A62~A62.P~A62.P3|Notation~Notation Collection~G~G06~G06.2~G06.27~G06.27.8|Thesaurus~Thesaurus Collection~Health~Diseases~Water related diseases~Malaria|Notation~Notation Collection~L~L15|Notation~Notation Collection~E~E57~E57.B|Thesaurus~Thesaurus Collection~Science~Earth sciences~Hydrology~Water supply|Thesaurus~Thesaurus Collection~Health~Diseases~Parasitic diseases~Malaria|Thesaurus~Thesaurus Collection~Industry and technology~Technology~Construction engineering~Buildings~Housing,4/19/1994 4:00:00 AM,3/9/2013 1:41:35 PM,True,False,False,False,False,False,False,,,Guest,,,,,,
231708,,,,,,,22,M,Special Evaluation,,,,,,,,,,5/12/1994 12:00:00 AM,7/27/1994 12:00:00 AM,7/28/1994 12:00:00 AM,5/27/1994 12:00:00 AM,Jun 1961,1961-06,,,6/7/1994 12:00:00 AM,6/8/1994 12:00:00 AM,5/27/1994 12:00:00 AM,Taxation|Public administration|Management development,Taxes|Technical training,Chile,,PN-ABR-347,,LB,,,False,F|E,,"1,786 KB",PDF,,513,Chile,,,008047,U.S. International Cooperation Administration. Public Administration Div. Training Branch,A,DST/W-1377,,,English,application/pdf,D02.63|J02.57|P57|J02.57.M6.N3|P03.4|D02.63.K|E04.E|G06.2B.25|G06.2B.A,,1,98,,,,EH,5130109,5130109,00,79100,,,9405,86,,Priority from Wade|Send blowback to Wade after filming|Converted to searchable PDF 2010-03-19 (exact OCR),JB00,Republic of Chile program in tax administration,,,,,,79100PN-ABR-347,5130109,D:\Projects\USAID\PDFs\PNABR347.pdf,008047 - U.S. International Cooperation Administration. Public Administration Div. Training Branch,,,False,En,Public administration,,Notation~Notation Collection~E~E04~E04.E|Notation~Notation Collection~D~D02~D02.6~D02.63|Notation~Notation Collection~G~G06~G06.2~G06.2B~G06.2B.2~G06.2B.25|Notation~Notation Collection~G~G06~G06.2~G06.2B~G06.2B.A|Thesaurus~Thesaurus Collection~Management~Management operations~Management development|Notation~Notation Collection~D~D02~D02.6~D02.63~D02.63.K|Notation~Notation Collection~J~J02~J02.5~J02.57|Thesaurus~Thesaurus Collection~Geographical areas and countries~America~Latin America~South America~Andean region~Chile|Document Type~Document Type Collection~Evaluation (all; inc. Assessments)~Special Evaluation|Thesaurus~Thesaurus Collection~Government and law~The state~Government~Public administration|Thesaurus~Thesaurus Collection~Geographical areas and countries~America~Latin America~South America~Chile|Notation~Notation Collection~J~J02~J02.5~J02.57~J02.57.M~J02.57.M6~J02.57.M6.N~J02.57.M6.N3|Thesaurus~Thesaurus Collection~Economics~Finance~Public finance~Taxation~Taxes|Notation~Notation Collection~P~P57|Thesaurus~Thesaurus Collection~Government and law~The state~Government~Public administration~Foreign assistance~Development assistance~Human capacity development~Management  development|Notation~Notation Collection~P~P03~P03.4|Thesaurus~Thesaurus Collection~Economics~Finance~Public finance~Taxation|Thesaurus~Thesaurus Collection~Education~Training~Technical training|Thesaurus~Thesaurus Collection~Management~Public administration,5/11/1994 4:00:00 AM,6/10/2012 11:55:14 PM,True,True,False,False,False,False,False,,,Guest,,,,,,
277255,,,,,,,31,,Periodic Report,,,,,,,,,,6/14/2004 12:00:00 AM,6/14/2004 12:00:00 AM,6/14/2004 12:00:00 AM,,13 Jun 1961,1961-06,,,,6/14/2004 12:00:00 AM,,USAID|Development assistance|Development programs|Government departments|Resource allocation|Administrative regions|Statistical data,,,,PD-ACB-024,,DBA1,,,False,E,,"3,439 KB",PDF,,,,,,003701,U.S. International Cooperation Administration (ICA). Ofc. of Statistics and Reports,A,DST/W-2023,,,English,application/pdf,P15.63|J02.57.M6|J02.57.M8.2|J02.57.8|P03.K3|J02.57.3|L04.2|T12.53,,,90,,,,,,,,126248,,,L001,,,,JC30,"Operations report, data as of March 31, 1961","International Cooperation Administration FY 1961, issue no. 3",,,USAID Library conversion 2004,,126248PD-ACB-024,,D:\Projects\USAID\PDFs\PDACB024.pdf,003701 - U.S. International Cooperation Administration (ICA). Ofc. of Statistics and Reports,,,False,En,Development program planning and management,,Thesaurus~Thesaurus Collection~Government and law~The state~Government~Public administration~Administrative regions|Notation~Notation Collection~T~T12~T12.5~T12.53|Thesaurus~Thesaurus Collection~Management~Organizations~Development organizations~USAID|Thesaurus~Thesaurus Collection~Government and law~The state~Government~Public administration~Government departments|Thesaurus~Thesaurus Collection~Human settlements~Settlement regions~Administrative regions|Notation~Notation Collection~L~L04~L04.2|Notation~Notation Collection~J~J02~J02.5~J02.57~J02.57.8|Notation~Notation Collection~J~J02~J02.5~J02.57~J02.57.M~J02.57.M8~J02.57.M8.2|Thesaurus~Thesaurus Collection~Government and law~The state~Government~Public administration~Foreign assistance~Development administration~Development programs|Document Type~Document Type Collection~Program Documents (all)~Periodic Report|Notation~Notation Collection~P~P15~P15.6~P15.63|Notation~Notation Collection~J~J02~J02.5~J02.57~J02.57.3|Notation~Notation Collection~P~P03~P03.K~P03.K3|Thesaurus~Thesaurus Collection~Government and law~The state~Government~Public administration~Foreign assistance~Development assistance|Thesaurus~Thesaurus Collection~Science~Mathematical sciences~Statistics~Statistical data|Notation~Notation Collection~J~J02~J02.5~J02.57~J02.57.M~J02.57.M6|Thesaurus~Thesaurus Collection~Management~Management operations~Supply management~Resource allocation,6/14/2004 4:00:00 AM,2/14/2013 5:56:01 AM,True,False,False,False,False,False,False,,,Guest,,,,,,
312576,,,,,"Woodruff, Lloyd W.",,54,,Other USAID Supported Study/Document,,,,,,,,,,,,,,Jun 1961,1961-06,,,,,,,,Vietnam,,PN-ADS-586,,JH,,,False,E,,"7,919 KB",PDF,,730,"Vietnam (South), Republic of",,,006375|002766,Michigan State University. Vietnam Advisory Group|U.S. International Cooperation Administration (ICA),A|S,,,,English,application/pdf,G15.8M,,,422,,,,,,,,161631,,,,,,Web capture (vietnam.ttu.edu),JB00,Local administration in Viet-Nam : its future development,"Local administration series report, no. 3",,Local administration in Vietnam : its future development,,,161631PN-ADS-586,,D:\Projects\USAID\PDFs\PNADS586.pdf,006375 - Michigan State University. Vietnam Advisory Group (MSUG),002766 - U.S. International Cooperation Administration (ICA),,False,En,Public administration,,Notation~Notation Collection~G~G15~G15.8~G15.8M|Thesaurus~Thesaurus Collection~Geographical areas and countries~Asia~Southeast Asia~Vietnam|Document Type~Document Type Collection~Technical Reports (all)~Other USAID Supported Study/Document,6/29/2010 4:00:00 AM,8/21/2013 2:02:58 PM,True,True,False,False,False,False,False,,,Guest,,,,,,
318869,,,,,,,64,,Activity/Project/Program Overview,,,,,,,,,,,,,,Jun 1961,1961-06,,,,,,,,,,PD-ACS-477,,JH,,,False,E,,"6,659 KB",PDF,,,,,,002766,U.S. International Cooperation Administration (ICA),A,,,,English,application/pdf,,,,99,,,,,,,,167807,,,,,,Retrieved from HC collection (HC-AAI-637),AA00,ICA work in food and agriculture,,,,USAID history (predecessors),,167807PD-ACS-477,,D:\Projects\USAID\PDFs\PDACS477.pdf,002766 - U.S. International Cooperation Administration (ICA),,,False,En,Agriculture (General),,Document Type~Document Type Collection~Reference (all)~Activity/Project/Program Overview,10/25/2011 4:00:00 AM,6/10/2012 11:55:16 PM,True,True,False,False,False,False,False,No,,Guest,,,,,,
